순번,관리기관명,소재지도로명주소,설치목적구분,카메라대수,우편번호,행정동명
477,관악구청,조원중앙로59-5,다목적,1,NA,조원동
478,관악구청,양녕로6길,다목적,1,8746,중앙동
479,관악구청,관악로211,다목적,4,NA,중앙동
480,관악구청,양녕로6다길,다목적,4,8746,중앙동
481,관악구청,남부순환로1814,다목적,1,NA,청룡동
482,관악구청,청림3마길,다목적,1,8732,청림동
483,관악구청,청림5길,다목적,1,8734,청림동
484,관악구청,행운1다길,다목적,5,8736,행운동
485,관악구청,행운6길,다목적,5,8741,행운동
486,관악구청,행운9길,다목적,1,8740,행운동
487,관악구청,남부순환로249길,다목적,1,8802,행운동
488,관악구청,남부순환로1929,다목적,1,NA,행운동
489,관악구청,행운7길,다목적,1,8740,행운동
490,관악구청,행운4길,다목적,5,8741,행운동
491,관악구청,남부순환로247길,다목적,1,8801,행운동
492,관악구청,남부순환로251길,다목적,1,8802,행운동
493,관악구청,법원단지10길,다목적,5,8853,난곡동
494,관악구청,법원단지30길,다목적,5,8853,난곡동
495,관악구청,난곡로34길,다목적,3,8854,난곡동
496,관악구청,난곡로10길,다목적,3,8860,난향동
497,관악구청,난곡로15길,다목적,1,8858,난곡동
498,관악구청,난곡로31길,다목적,2,8858,난곡동
499,관악구청,미성7길,다목적,1,8865,미성동
500,관악구청,난곡로64가길,다목적,5,8772,미성동
501,관악구청,난곡로42길,다목적,3,8849,미성동
502,관악구청,난곡로215,다목적,2,NA,미성동
503,관악구청,문성로16가길,다목적,3,8864,미성동
504,관악구청,난곡로41길,다목적,2,8864,미성동
505,관악구청,장군봉7길,다목적,5,8784,청룡동
506,관악구청,장군봉길,다목적,4,8782,청룡동
507,관악구청,쑥고개로16길,다목적,5,8831,청룡동
508,관악구청,관악로11길,다목적,5,8832,청룡동
509,관악구청,쑥고개로22길,다목적,4,8832,청룡동
510,관악구청,복은길,다목적,1,8835,서림동
511,관악구청,청룡16길,다목적,1,8830,청룡동
512,관악구청,관악로6길,다목적,1,8791,낙성대동
513,관악구청,은천로37길,다목적,3,8728,성현동
514,관악구청,봉천로31길,다목적,1,8750,은천동
515,관악구청,인헌4길,다목적,1,8793,인헌동
516,관악구청,은천로146,다목적,1,NA,중앙동
517,관악구청,장군봉3길,다목적,1,8784,청룡동
518,관악구청,법원단지14길,다목적,5,8853,난곡동
519,관악구청,난곡로63가길,다목적,1,8771,미성동
520,관악구청,밤골길,다목적,1,8848,삼성동
521,관악구청,"신림로210,은성온누리약국부근",다목적,5,NA,서림동
522,관악구청,남부순환로192길,다목적,4,8779,서원동
523,관악구청,관천로16길,다목적,3,8706,신림동
524,관악구청,남부순환로161나길,다목적,2,8763,신사동
525,관악구청,문성로25길,다목적,3,8774,신원동
526,관악구청,조원중앙로2길,다목적,2,8766,조원동
527,관악구청,은천로33길,다목적,1,8729,성현동
528,관악구청,국회단지20길,다목적,4,8714,은천동
529,관악구청,인헌19길,다목적,1,8800,인헌동
530,관악구청,봉천로287-1,다목적,3,NA,보라매동
531,관악구청,은천로48,다목적,5,NA,은천동
532,관악구청,국회단지길,다목적,1,8714,은천동
533,관악구청,봉천로392,다목적,1,NA,은천동
534,관악구청,은천로15길,다목적,3,8715,은천동
535,관악구청,국회단지4길,다목적,3,8716,은천동
536,관악구청,은천로39길,다목적,1,8726,성현동
537,관악구청,은천로21길,다목적,1,8729,성현동
538,관악구청,관악로255-7,다목적,1,NA,성현동
539,관악구청,봉천로49길,다목적,5,8745,중앙동
540,관악구청,양녕로16-1,다목적,1,NA,중앙동
541,관악구청,청림3마길,다목적,3,8732,청림동
542,관악구청,관악로24길,다목적,5,8736,행운동
543,관악구청,남부순환로1951,다목적,1,NA,행운동
544,관악구청,행운5길,다목적,3,8740,행운동
545,관악구청,행운1마길,다목적,1,8737,행운동
546,관악구청,행운4길,다목적,1,8741,행운동
547,관악구청,남부순환로1873,다목적,5,NA,행운동
548,관악구청,관악로13길,다목적,1,8786,청룡동
549,관악구청,청룡1길,다목적,1,8786,청룡동
550,관악구청,청룡길,다목적,1,8785,청룡동
551,관악구청,관악로10길,다목적,1,8791,낙성대동
552,관악구청,관악로16길,다목적,1,8788,낙성대동
553,관악구청,봉천로590,다목적,4,NA,인헌동
554,관악구청,인헌길,다목적,4,8793,인헌동
555,관악구청,낙성대역14길,다목적,3,8798,인헌동
556,관악구청,남부순환로2004,다목적,1,NA,남현동
557,관악구청,남현7길,다목적,1,8807,남현동
558,관악구청,남부순환로1643,다목적,1,NA,신림동
559,관악구청,관천로64부근,다목적,5,NA,신림동
560,관악구청,남부순환로1539,다목적,1,NA,신사동
561,관악구청,남부순환로155길,다목적,3,8762,신사동
562,관악구청,조원로2길,다목적,5,8768,조원동
563,관악구청,남부순환로1361,다목적,1,NA,조원동
564,관악구청,미성동,다목적,5,NA,미성동
565,관악구청,법원단지5나길,다목적,1,8851,미성동
566,관악구청,미성길,다목적,4,8866,미성동
567,관악구청,미성8길,다목적,3,8866,미성동
568,관악구청,미성3길,다목적,2,8865,미성동
569,관악구청,법원단지31길,다목적,4,8852,난곡동
570,관악구청,난곡로26길,다목적,4,8846,삼성동
571,관악구청,난곡로15길,다목적,1,8858,난곡동
572,관악구청,난곡로26마길,다목적,3,8856,난곡동
573,관악구청,난곡로24길,다목적,1,8857,난곡동
574,관악구청,난곡로121-30,다목적,3,NA,난곡동
575,관악구청,난향7길,다목적,1,8859,난향동
576,관악구청,난곡로11길,다목적,3,8859,난향동
577,관악구청,"남부순환로1668,강강술래부근",다목적,5,NA,서원동
578,관악구청,관악로28길,다목적,4,8736,행운동
579,관악구청,신림로48길,다목적,5,8781,서원동
580,관악구청,신원동,다목적,4,NA,신원동
581,관악구청,신원로3마길,다목적,1,8774,신원동
582,관악구청,문성로194,다목적,4,NA,신원동
583,관악구청,신원로4길,다목적,1,8775,신원동
584,관악구청,복은6길,다목적,1,8834,서림동
585,관악구청,서림길,다목적,5,8828,서림동
586,관악구청,신림로31길,다목적,1,8845,서림동
587,관악구청,복은6길,다목적,1,8834,서림동
588,관악구청,호암로18나길,다목적,1,8821,삼성동
589,관악구청,신우길,다목적,1,8823,삼성동
590,관악구청,양지5길,다목적,1,8846,삼성동
591,관악구청,양산2길,다목적,1,8846,삼성동
592,관악구청,신림로21길,다목적,1,8819,대학동
593,관악구청,신림로11길,다목적,1,8817,대학동
594,관악구청,대학14길,다목적,1,8820,대학동
595,관악구청,봉천로23다길,다목적,3,8718,보라매동
596,관악구청,당곡6라길,다목적,4,8709,보라매동
597,관악구청,당곡2길,다목적,1,8711,보라매동
598,관악구청,봉천로33가길,다목적,4,8752,은천동
599,관악구청,은천로74-1,다목적,1,NA,은천동
600,관악구청,국회단지6길,다목적,1,8714,은천동
601,관악구청,봉천로372,다목적,4,NA,은천동
602,관악구청,은천로39길,다목적,5,8726,성현동
603,관악구청,구암5길,다목적,1,8724,은천동
604,관악구청,은천로23길,다목적,1,8729,성현동
605,관악구청,은천로35다길,다목적,1,8728,성현동
606,관악구청,중앙길,다목적,1,8743,중앙동
607,관악구청,봉천로49다길,다목적,5,8745,중앙동
608,관악구청,은천로32길,다목적,2,8743,중앙동
609,관악구청,관악로30길,다목적,4,8735,행운동
610,관악구청,청림동,다목적,1,NA,청림동
611,관악구청,관악로24길,다목적,1,8736,행운동
612,관악구청,행운7길,다목적,1,8740,행운동
613,관악구청,남부순환로1831,다목적,4,NA,행운동
614,관악구청,청룡10길,다목적,4,8830,청룡동
615,관악구청,남부순환로214길,다목적,5,8786,청룡동
616,관악구청,남부순환로210길,다목적,1,8785,청룡동
617,관악구청,장군봉1길,다목적,4,8784,청룡동
618,관악구청,관악로12길,다목적,1,8790,낙성대동
619,관악구청,남부순환로226길,다목적,5,8788,낙성대동
620,관악구청,남부순환로226길,다목적,1,8788,낙성대동
621,관악구청,남부순환로246나길,다목적,4,8793,인헌동
622,관악구청,인헌3길,다목적,1,8795,인헌동
623,관악구청,인헌13길,다목적,4,8796,인헌동
624,관악구청,인헌9길,다목적,4,8795,인헌동
625,관악구청,남부순환로260길,다목적,4,8803,남현동
626,관악구청,승방3길,다목적,4,8808,남현동
627,관악구청,남현1가길,다목적,4,8807,남현동
628,관악구청,관천로20길,다목적,1,8706,신림동
629,관악구청,신림로73길,다목적,1,8707,신림동
630,관악구청,남부순환로187길,다목적,1,8755,신림동
631,관악구청,조원로157,다목적,1,NA,신사동
632,관악구청,관천로91,다목적,5,NA,신사동
633,관악구청,신사로126,다목적,1,NA,신사동
634,관악구청,시흥대로158길,다목적,4,8768,조원동
635,관악구청,조원중앙로34,다목적,1,NA,조원동
636,관악구청,조원로25,다목적,1,NA,조원동
637,관악구청,난곡로38길,다목적,1,8849,미성동
638,관악구청,법원단지5라길,다목적,1,8851,미성동
639,관악구청,미성동,다목적,5,NA,미성동
640,관악구청,법원단지5가길,다목적,4,8851,미성동
641,관악구청,법원단지13길,다목적,4,8852,난곡동
642,관악구청,난곡로26길,다목적,1,8846,삼성동
643,관악구청,난곡로24바길,다목적,3,8856,난곡동
644,관악구청,난곡로24길,다목적,4,8857,난곡동
645,관악구청,난향9길,다목적,3,8859,난향동
646,관악구청,난향2길,다목적,4,8859,난향동
647,관악구청,난향9길,다목적,1,8859,난향동
648,관악구청,남부순환로186길,다목적,1,8779,서원동
649,관악구청,문성로40길,다목적,4,8844,서원동
650,관악구청,신림로44가길,다목적,3,8783,서원동
651,관악구청,문성로28가길,다목적,1,8842,신원동
652,관악구청,남부순환로168가길,다목적,1,8774,신원동
653,관악구청,신원로3마길,다목적,5,8774,신원동
654,관악구청,신림로32길,다목적,5,8836,서림동
655,관악구청,서림6길,다목적,1,8837,서림동
656,관악구청,복은길,다목적,4,8835,서림동
657,관악구청,호암로524-18,다목적,1,NA,삼성동
658,관악구청,성림1길,다목적,4,8848,삼성동
659,관악구청,양지2길,다목적,1,8846,삼성동
660,관악구청,양지10길,다목적,4,8846,삼성동
661,관악구청,호암로22길,다목적,5,8819,대학동
662,관악구청,신림로11길,다목적,3,8817,대학동
663,관악구청,신림로97,다목적,4,NA,대학동
664,관악구청,대학7가길,다목적,4,8818,대학동
665,관악구청,관악로12길,다목적,4,8790,낙성대동
666,관악구청,낙성대역4길,다목적,5,8792,인헌동
667,관악구청,낙성대로3길,다목적,5,8799,낙성대동
668,관악구청,관악로117(청룡초교입구),다목적,5,NA,청룡동
669,관악구청,난곡로34나길,다목적,4,8854,난곡동
670,관악구청,난곡로26나길,다목적,5,8856,난곡동
671,관악구청,난곡로34길,다목적,4,8854,난곡동
672,관악구청,난우2길,다목적,4,8852,난곡동
673,관악구청,난향14길,다목적,3,8859,난향동
674,관악구청,난향16길,다목적,1,8859,난향동
675,관악구청,난향14길,다목적,2,8859,난향동
676,관악구청,난곡로11길,다목적,5,8859,난향동
677,관악구청,난향길,다목적,4,8859,난향동
678,관악구청,난곡로30(휴먼시아107동,다목적,5,NA,난향동
679,관악구청,승방1길,다목적,4,8808,남현동
680,관악구청,과천대로933,다목적,4,NA,남현동
681,관악구청,과천대로955(사당역6번출구),다목적,3,NA,남현동
682,관악구청,남현2길,다목적,5,8804,남현동
683,관악구청,대학18길,다목적,4,8820,대학동
684,관악구청,신림로7가길,다목적,4,8815,대학동
685,관악구청,호암로24길,다목적,5,8813,대학동
686,관악구청,난우길,다목적,4,8849,미성동
687,관악구청,미성8길,다목적,4,8866,미성동
688,관악구청,봉천로21가길,다목적,4,8719,보라매동
689,관악구청,봉천로23나길,다목적,4,8719,보라매동
690,관악구청,양지길,다목적,4,8846,삼성동
691,관악구청,원신길,다목적,3,8848,삼성동
692,관악구청,원신길,다목적,5,8848,삼성동
693,관악구청,서림3길,다목적,5,8840,서림동
694,관악구청,쑥고개로2길,다목적,4,8829,서림동
695,관악구청,복은6길,다목적,5,8834,서림동
696,관악구청,양산길,다목적,3,8846,서림동
697,관악구청,없음(신대방역자전거보관소),다목적,1,NA,오류
698,관악구청,남부순환로184가길,다목적,4,8779,서원동
699,관악구청,남부순환로184가길,다목적,3,8779,서원동
700,관악구청,서원10길,다목적,2,8844,서원동
701,관악구청,문성로38길,다목적,2,8843,신원동
702,관악구청,문성로38길,다목적,1,8843,신원동
703,관악구청,남부순환로194길,다목적,3,8779,서원동
704,관악구청,양녕로16길,다목적,2,8724,은천동
705,관악구청,구암5가길,다목적,4,8724,성현동
706,관악구청,신림로70길,다목적,5,8755,신림동
707,관악구청,봉천로190,다목적,5,NA,신림동
708,관악구청,신사로22길,다목적,1,8703,신사동
709,관악구청,관천로19길,다목적,3,8704,신사동
710,관악구청,난곡로74길,다목적,4,8705,신사동
711,관악구청,없음(신대방역자전거보관소),다목적,2,NA,오류
712,관악구청,남부순환로165길,다목적,2,8764,신사동
713,관악구청,문성로32가길,다목적,5,8843,신원동
714,관악구청,신원로3길,다목적,4,8774,신원동
715,관악구청,남부순환로168다길,다목적,5,8773,신원동
716,관악구청,문성로30길,다목적,3,8843,신원동
717,관악구청,남부순환로191가길,다목적,3,8756,은천동
718,관악구청,국회단지9길,다목적,2,8713,은천동
719,관악구청,양녕로7길,다목적,3,8751,은천동
720,관악구청,인헌15길,다목적,5,8796,인헌동
721,관악구청,인헌12길,다목적,4,8797,인헌동
722,관악구청,조원로96,다목적,5,NA,조원동
723,관악구청,조원로18길,다목적,4,8767,조원동
724,관악구청,조원로11길,다목적,3,8700,조원동
725,관악구청,조원로71(조원초교),다목적,5,NA,조원동
726,관악구청,중앙1가길,다목적,2,8745,중앙동
727,관악구청,중앙1가길,다목적,2,8745,중앙동
728,관악구청,양녕로30(신봉초교),다목적,5,NA,중앙동
729,관악구청,남부순환로202길,다목적,5,8782,청룡동
730,관악구청,관악로11가길,다목적,4,8832,청룡동
731,관악구청,남부순환로1744-1,다목적,6,NA,청룡동
732,관악구청,청림5가길,다목적,4,8731,청림동
733,관악구청,청림3라길,다목적,4,8731,청림동
734,관악구청,행운2길,다목적,5,8742,행운동
735,관악구청,행운4길,다목적,2,8741,행운동
736,관악구청,행운1나길,다목적,4,8737,행운동
737,관악구청,행운1길,다목적,5,8737,행운동
738,관악구청,참숯1길,다목적,4,8829,청룡동
739,관악구청,쑥고개로2다길,다목적,3,8829,서림동
740,관악구청,쑥고개로2라길,다목적,4,8829,서림동
741,관악구청,서림1길,다목적,3,8829,서림동
742,관악구청,복은길,다목적,3,8835,서림동
743,관악구청,호암로18길,다목적,5,8821,삼성동
744,관악구청,인헌6길,다목적,4,8797,인헌동
745,관악구청,남부순환로234길,다목적,5,8789,낙성대동
746,관악구청,남부순환로226길,다목적,3,8788,낙성대동
747,관악구청,낙성대로20,다목적,4,NA,낙성대동
748,관악구청,법원단지26길,다목적,4,8853,난곡동
749,관악구청,법원단지7길,다목적,5,8852,난곡동
750,관악구청,난곡로18길,다목적,3,8857,난곡동
751,관악구청,승방1길,다목적,2,8808,남현동
752,관악구청,남현6길,다목적,3,8804,남현동
753,관악구청,남현3길,다목적,4,8806,남현동
754,관악구청,신림로75,다목적,4,NA,대학동
755,관악구청,호암로453,다목적,4,NA,삼성동
756,관악구청,신림로23길,다목적,4,8819,대학동
757,관악구청,난곡로44길,다목적,3,8849,미성동
758,관악구청,난곡로39길,다목적,3,8864,미성동
759,관악구청,난곡로39길,다목적,2,8864,미성동
760,관악구청,미성길,다목적,4,8866,미성동
761,관악구청,봉천로13길,다목적,4,8721,보라매동
762,관악구청,은천로11-20,다목적,3,NA,보라매동
763,관악구청,당곡6길,다목적,5,8710,보라매동
764,관악구청,원신5길,다목적,3,8846,삼성동
765,관악구청,대학길,다목적,5,8818,대학동
766,관악구청,관천로128,다목적,5,NA,신림동
767,관악구청,신림로22길,다목적,3,8839,서림동
768,관악구청,쑥고개로2길,다목적,4,8829,서림동
769,관악구청,신림로211,다목적,3,NA,서림동
770,관악구청,신림로56길,다목적,4,8778,서원동
771,관악구청,신림로58가길,다목적,3,8778,서원동
772,관악구청,문성로38가길,다목적,5,8843,신원동
773,관악구청,신림로263,다목적,3,NA,서원동
774,관악구청,관악로263,다목적,4,NA,성현동
775,관악구청,"성현로53,벽산타운2차와구암중학교사이",다목적,3,NA,성현동
776,관악구청,성현로16맞은편,다목적,3,NA,성현동
777,관악구청,은천로179,다목적,5,NA,성현동
778,관악구청,봉천로256,다목적,5,NA,신림동
779,관악구청,신림로65길,다목적,5,8759,신림동
780,관악구청,관천로70,다목적,3,NA,신림동
781,관악구청,남부순환로163가길,다목적,4,8763,신사동
782,관악구청,관악로1,다목적,3,NA,대학동
783,관악구청,남부순환로155길,다목적,3,8762,신사동
784,관악구청,법원단지길,다목적,2,8850,미성동
785,관악구청,남현길,다목적,3,8806,남현동
786,관악구청,남부순환로168다길,다목적,4,8773,신원동
787,관악구청,봉천로310,다목적,5,NA,은천동
788,관악구청,남부순환로1932,다목적,4,NA,인헌동
789,관악구청,인헌1길,다목적,5,8795,인헌동
790,관악구청,인헌1다길,다목적,3,8795,인헌동
791,관악구청,조원로12길,다목적,2,8765,조원동
792,관악구청,조원중앙로1길,다목적,4,8768,조원동
793,관악구청,시흥대로570,다목적,5,NA,조원동
794,관악구청,봉천로47길,다목적,5,8745,중앙동
795,관악구청,중앙1나길,다목적,4,8745,중앙동
796,관악구청,청룡2길,다목적,5,8785,청룡동
797,관악구청,장군봉7길,다목적,3,8784,청룡동
798,관악구청,관악로97뒷편,다목적,2,NA,청룡동
799,관악구청,쑥고개로25,다목적,4,NA,청룡동
800,관악구청,쑥고개로86,다목적,5,NA,청룡동
801,관악구청,관악로30길,다목적,2,8735,행운동
802,관악구청,관악로30길,다목적,3,8735,행운동
803,관악구청,관악로30길,다목적,2,8735,행운동
804,관악구청,관악로30길,다목적,3,8735,행운동
805,관악구청,남부순환로247길,다목적,3,8801,행운동
806,관악구청,행운1라길,다목적,3,8736,행운동
807,관악구청,신림로11길,다목적,3,8817,대학동
808,관악구청,난곡24바길,다목적,4,NA,난곡동
809,관악구청,대학5길,다목적,4,8814,대학동
810,관악구청,양지10길,다목적,3,8846,삼성동
811,관악구청,봉천로221-9,다목적,3,NA,보라매동
812,관악구청,봉천로237-7,다목적,3,NA,보라매동
813,관악구청,국회단지12길,다목적,5,8714,은천동
814,관악구청,봉천로33가길,다목적,4,8752,은천동
815,관악구청,관악로37길,다목적,3,8727,성현동
816,관악구청,관악로25길,다목적,5,8744,중앙동
817,관악구청,양녕로5길,다목적,4,8752,은천동
818,관악구청,관악로278-1,다목적,4,NA,청림동
819,관악구청,행운1가길,다목적,4,8736,행운동
820,관악구청,행운6길,다목적,4,8741,행운동
821,관악구청,쑥고개로26길,다목적,3,8832,청룡동
822,관악구청,청룡8길,다목적,3,8784,청룡동
823,관악구청,봉천로582,다목적,5,NA,인헌동
824,관악구청,관악로6길,다목적,3,8791,낙성대동
825,관악구청,관악로16길,다목적,4,8788,낙성대동
826,관악구청,낙성대역10길,다목적,4,8798,인헌동
827,관악구청,인헌13길,다목적,5,8796,인헌동
828,관악구청,남부순환로2062,다목적,5,NA,남현동
829,관악구청,남부순환로272길,다목적,4,8806,남현동
830,관악구청,신림동,다목적,4,NA,신림동
831,관악구청,관천로22길,다목적,4,8706,신림동
832,관악구청,신사로12길,다목적,4,8702,신사동
833,관악구청,신사로118-4,다목적,3,NA,신사동
834,관악구청,남부순환로141길,다목적,4,8766,조원동
835,관악구청,조원로6길,다목적,4,8769,조원동
836,관악구청,법원단지5나길,다목적,3,8851,미성동
837,관악구청,미성5길,다목적,3,8865,미성동
838,관악구청,난곡로35가길,다목적,5,8858,난곡동
839,관악구청,난곡로122앞,다목적,4,NA,난곡동
840,관악구청,난곡로99,다목적,4,NA,난향동
841,관악구청,난곡로108,다목적,3,NA,난향동
842,관악구청,서원10길,다목적,4,8844,서원동
843,관악구청,서원7길,다목적,3,8844,서원동
844,관악구청,남부순환로1620앞녹지,다목적,4,NA,서원동
845,관악구청,관천로40전주,다목적,3,NA,신림동
846,관악구청,남부순환로1590-24,다목적,3,NA,서원동
847,관악구청,문성로38나길,다목적,5,8843,신원동
848,관악구청,문성로36길,다목적,3,8843,신원동
849,관악구청,신림로26길,다목적,5,8838,서림동
850,관악구청,복은4길,다목적,3,8837,서림동
851,관악구청,원신2길,다목적,5,8846,삼성동
852,관악구청,원신2길,다목적,5,8846,삼성동
853,관악구청,신림로17길,다목적,3,8819,대학동
854,관악구청,호암로26길,다목적,5,8813,대학동
855,관악구청,대학14길,다목적,4,8820,대학동
856,관악구청,신사로7,다목적,1,NA,조원동
857,관악구청,봉천로27길,다목적,1,8749,은천동
858,관악구청,당곡길,다목적,1,8710,보라매동
859,관악구청,신림동,다목적,1,NA,신림동
860,관악구청,보라매로30,다목적,1,NA,보라매동
861,관악구청,신림로301,다목적,1,NA,서원동
862,관악구청,신림로264,다목적,1,NA,서원동
863,관악구청,은천로93,다목적,1,NA,은천동
864,관악구청,난곡로327,다목적,1,NA,조원동
865,관악구청,난곡로297,다목적,1,NA,미성동
866,관악구청,난곡로269,다목적,1,NA,미성동
867,관악구청,난곡로213,다목적,1,NA,난곡동
868,관악구청,난곡로24길,다목적,1,8857,난곡동
869,관악구청,관악로6길,다목적,4,8791,낙성대동
870,관악구청,신림로21길,다목적,4,8819,대학동
871,관악구청,봉천로45길,다목적,4,8748,중앙동
872,관악구청,청림3나길,다목적,5,8732,청림동
873,관악구청,남부순환로247다길,다목적,4,8801,행운동
874,관악구청,남현길,다목적,3,8806,남현동
875,관악구청,봉천로23길,다목적,4,8718,보라매동
876,관악구청,봉천로19길,다목적,4,8720,보라매동
877,관악구청,남부순환로131가길,다목적,4,8766,조원동
878,관악구청,남부순환로143가길,다목적,4,8766,조원동
879,관악구청,봉천로33길,다목적,5,8752,은천동
880,관악구청,국회단지18길,다목적,4,8714,은천동
881,관악구청,인헌3나길,다목적,5,8795,인헌동
882,관악구청,장군봉길,다목적,5,8782,청룡동
883,관악구청,관천로27,다목적,3,NA,신원동
884,관악구청,난향6길,다목적,4,8859,난향동
885,관악구청,법원단지5다길,다목적,5,8851,미성동
886,관악구청,법원단지9길,다목적,4,8852,난곡동
887,관악구청,신림로44다길,다목적,3,8783,서원동
888,관악구청,신림로179,다목적,5,NA,서림동
889,관악구청,동마길9,다목적,4,NA,삼성동
890,관악구청,남부순환로216길,다목적,5,8786,청룡동
891,관악구청,신사로12길,다목적,5,8702,신사동
892,관악구청,난곡로10길,다목적,4,8860,난향동
893,관악구청,쑥고개로2가길,다목적,4,8829,서림동
894,관악구청,서림11가길,다목적,3,8840,서림동
895,관악구청,방천길,다목적,3,8846,삼성동
896,관악구청,신림로137,다목적,5,NA,대학동
897,관악구청,봉천로62길,다목적,4,8789,낙성대동
898,관악구청,난우16길,다목적,4,8850,미성동
899,관악구청,남부순환로2036,다목적,4,NA,남현동
900,관악구청,당곡2길,다목적,4,8711,보라매동
901,관악구청,호암로358(산복터널앞),다목적,1,NA,난향동
902,관악구청,남부순환로2030(사당초교육교),다목적,4,NA,남현동
903,관악구청,남부순환로1440(금천경찰서맞은편),다목적,4,NA,미성동
904,관악구청,성현로117(봉천초교육교),다목적,4,NA,성현동
905,관악구청,관악로5길,다목적,11,8833,청룡동
906,관악구청,남부순환로194길,다목적,11,8779,서원동
907,관악구청,법원단지5라길,다목적,18,8851,미성동
908,관악구청,국회단지길,다목적,13,8714,은천동
909,관악구청,난곡로49길,다목적,4,8864,미성동
910,관악구청,난곡로49길,다목적,1,8864,미성동
911,관악구청,난곡로45길,다목적,4,8864,미성동
912,관악구청,난곡로43길,다목적,3,8864,미성동
913,관악구청,문성로28길,다목적,1,8842,신원동
914,관악구청,남부순환로168길,다목적,2,8774,신원동
915,관악구청,남부순환로168길,다목적,1,8774,신원동
916,관악구청,남부순환로168길,다목적,1,8774,신원동
917,관악구청,난곡로16가길,다목적,1,8857,난곡동
918,관악구청,관천로99-1와관천로101,다목적,1,NA,신사동
919,관악구청,조원로20길,다목적,5,8767,조원동
920,관악구청,관천로127와관천로23길,다목적,1,NA,신사동
921,관악구청,조원로21길,다목적,1,8701,조원동
922,관악구청,남부순환로156길,다목적,1,8773,미성동
923,관악구청,남부순환로156길,다목적,3,8773,미성동
924,관악구청,남부순환로152길,다목적,1,8773,미성동
925,관악구청,난곡로64길,다목적,3,8772,미성동
926,관악구청,남부순환로152길,다목적,1,8773,미성동
927,관악구청,인헌16나길,다목적,1,8800,인헌동
928,관악구청,신림로58가길,다목적,1,8778,서원동
929,관악구청,난곡로64길,다목적,1,8772,미성동
930,관악구청,난곡로61길,다목적,3,8771,미성동
931,관악구청,난곡로59길,다목적,1,8771,미성동
932,관악구청,남부순환로144길,다목적,1,8771,미성동
933,관악구청,남부순환로144길,다목적,5,8771,미성동
934,관악구청,남부순환로142길,다목적,3,8771,미성동
935,관악구청,남부순환로142길,다목적,4,8771,미성동
936,관악구청,남부순환로154길,다목적,1,8773,미성동
937,관악구청,신사로10길,다목적,4,8702,신사동
938,관악구청,난곡로74길,다목적,3,8705,신사동
939,관악구청,신사로10길,다목적,4,8702,신사동
940,관악구청,난곡로74길,다목적,4,8705,신사동
