순번,관리기관명,소재지도로명주소,설치목적구분,카메라대수,우편번호,행정동명
941,관악구청,신사로20길,다목적,1,8703,신사동
942,관악구청,조원로31길,다목적,1,8704,신사동
943,관악구청,관천로15길,다목적,1,8704,신사동
944,관악구청,관천로25길,다목적,1,8703,신사동
945,관악구청,조원로33길,다목적,1,8704,신사동
946,관악구청,"조원로143,신사동",다목적,2,NA,신사동
947,관악구청,신사로20길,다목적,3,8703,신사동
948,관악구청,관천로115관천로21길,다목적,3,NA,신사동
949,관악구청,신사로12길,다목적,1,8702,신사동
950,관악구청,남부순환로161나길,다목적,1,8763,신사동
951,관악구청,남부순환로163길,다목적,3,8763,신사동
952,관악구청,남부순환로163가길,다목적,3,8763,신사동
953,관악구청,조원로67,다목적,1,NA,조원동
954,관악구청,조원로13길,다목적,1,8701,조원동
955,관악구청,조원로19길,다목적,3,8701,조원동
956,관악구청,조원로13길,다목적,1,8701,조원동
957,관악구청,조원로13길,다목적,5,8701,조원동
958,관악구청,조원로13길,다목적,1,8701,조원동
959,관악구청,"신사로82,아데나아파트부근",다목적,3,NA,조원동
960,관악구청,난곡로75길,다목적,4,8701,조원동
961,관악구청,조원로16길,다목적,1,8767,조원동
962,관악구청,신사로34,다목적,3,NA,조원동
963,관악구청,조원로14길,다목적,4,8766,조원동
964,관악구청,남부순환로1435,다목적,1,NA,조원동
965,관악구청,관천로15길,다목적,3,8704,신사동
966,관악구청,신사로20길,다목적,2,8703,신사동
967,관악구청,관천로11길,다목적,3,8762,신사동
968,관악구청,남부순환로157길,다목적,3,8762,신사동
969,관악구청,남부순롼로153길,다목적,1,NA,신사동
970,관악구청,남부순환로153길,다목적,3,8762,신사동
971,관악구청,남부순환로172길,다목적,5,8773,신원동
972,관악구청,서림3길,다목적,5,8840,서림동
973,관악구청,은천로35길,다목적,5,8728,성현동
974,관악구청,봉천로49길,다목적,5,8745,중앙동
975,관악구청,신림로23길,다목적,5,8819,대학동
976,관악구청,남부순환로245길,다목적,5,8801,행운동
977,관악구청,참숯길,다목적,5,8830,청룡동
978,관악구청,관악로14나길,다목적,5,8790,낙성대동
979,관악구청,인헌15길,다목적,5,8796,인헌동
980,관악구청,서원길,다목적,5,8844,서원동
981,관악구청,신림로68길,다목적,5,8753,신림동
982,관악구청,신사로10길,다목적,5,8702,신사동
983,관악구청,시흥대로164길,다목적,5,8768,조원동
984,관악구청,법원단지5다길,다목적,5,8851,미성동
985,관악구청,승방길,다목적,4,8807,남현동
986,관악구청,법원단지25길,다목적,5,8852,난곡동
987,관악구청,법원단지24길,다목적,5,8853,난곡동
988,관악구청,난곡로11가길,다목적,4,8859,난향동
989,관악구청,난우10가길,다목적,5,8850,미성동
990,관악구청,봉천로23바길,다목적,4,8718,보라매동
991,관악구청,양산길,다목적,6,8846,서림동
992,관악구청,호암로18가길,다목적,4,8821,삼성동
993,관악구청,은천로35라길,다목적,4,8728,성현동
994,관악구청,국회단지길,다목적,5,8714,은천동
995,관악구청,봉천로33가길,다목적,4,8752,은천동
996,관악구청,장군봉6길,다목적,5,8782,청룡동
997,관악구청,청림2길,다목적,4,8733,청림동
998,관악구청,봉천로13나길,다목적,5,8720,보라매동
999,관악구청,국회단지17길,다목적,4,8713,은천동
1000,관악구청,은천로25길,다목적,4,8729,성현동
1001,관악구청,봉천로43길,다목적,4,8748,중앙동
1002,관악구청,청림3길,다목적,4,8732,청림동
1003,관악구청,행운10길,다목적,4,8735,행운동
1004,관악구청,장군봉6길,다목적,4,8782,청룡동
1005,관악구청,청룡중앙길,다목적,4,8832,청룡동
1006,관악구청,관악로14길,다목적,4,8788,낙성대동
1007,관악구청,낙성대로3길,다목적,4,8799,낙성대동
1008,관악구청,인헌9길,다목적,5,8795,인헌동
1009,관악구청,승방7길,다목적,5,8808,남현동
1010,관악구청,신림로350,다목적,4,NA,신림동
1011,관악구청,관천로19길,다목적,5,8704,신사동
1012,관악구청,남부순환로141길,다목적,4,8766,조원동
1013,관악구청,난곡로51길,다목적,4,8771,미성동
1014,관악구청,법원단지5길,다목적,4,8850,미성동
1015,관악구청,법원단지길,다목적,5,8850,미성동
1016,관악구청,난향5길,다목적,5,8859,난향동
1017,관악구청,남부순환로194길,다목적,4,8779,서원동
1018,관악구청,남부순환로168가길,다목적,4,8774,신원동
1019,관악구청,신림로8길,다목적,4,8839,서림동
1020,관악구청,청룡길,다목적,4,8785,청룡동
1021,관악구청,원신길,다목적,4,8848,삼성동
1022,관악구청,대학10길,다목적,4,8819,대학동
1023,관악구청,국회단지15길,다목적,2,8713,은천동
1024,관악구청,신림로59길,다목적,4,8776,서원동
1025,관악구청,관천로56,다목적,1,NA,신림동
1026,관악구청,복은14길,다목적,4,8834,서림동
1027,관악구청,신림로22길,다목적,3,8839,서림동
1028,관악구청,신림로7나길,다목적,3,8814,대학동
1029,관악구청,남부순환로245길,다목적,1,8801,행운동
1030,관악구청,낙성대역18길,다목적,2,8797,인헌동
1031,관악구청,솔밭로7길,다목적,2,8741,행운동
1032,관악구청,남부순환로247다길,다목적,2,8801,행운동
1033,관악구청,난곡로30길,다목적,3,8854,난곡동
1034,관악구청,난곡로24길,다목적,2,8857,난곡동
1035,관악구청,법원단지18길,다목적,3,8853,난곡동
1036,관악구청,신림로66길,다목적,2,8754,신림동
1037,관악구청,봉천로13나길,다목적,2,8720,보라매동
1038,관악구청,신림동,다목적,2,NA,신림동
1039,관악구청,법원단지3길,다목적,3,8850,미성동
1040,관악구청,미성5길,다목적,3,8865,미성동
1041,관악구청,중앙2길,다목적,2,8744,중앙동
1042,관악구청,중앙1가길,다목적,3,8745,중앙동
1043,관악구청,은천로28가길,다목적,3,8743,중앙동
1044,관악구청,신림로53가길,다목적,2,8775,신원동
1045,관악구청,남부순환로170길,다목적,4,8774,신원동
1046,관악구청,신사로140-1,다목적,3,NA,신사동
1047,관악구청,관천로135,다목적,3,NA,신사동
1048,관악구청,남현4길,다목적,2,8805,남현동
1049,관악구청,남부순환로2014,다목적,2,NA,남현동
1050,관악구청,승방6길,다목적,2,8807,남현동
1051,관악구청,"관악로145,관악구청",다목적,2,NA,청룡동
1052,관악구청,신림로23(관악산공영주차장),다목적,3,NA,대학동
1053,관악구청,관천로98,다목적,86,NA,신림동
1054,관악구청,조원중앙로2길,다목적,39,8766,조원동
1055,관악구청,봉천로21길,다목적,63,8719,보라매동
1056,관악구청,행운4길,다목적,30,8741,행운동
1057,관악구청,난곡로34길,다목적,53,8854,난곡동
1058,관악구청,남부순환로153길,다목적,23,8762,신사동
1059,관악구청,양지길,다목적,61,8846,삼성동
1060,관악구청,난우10가길,다목적,16,8850,미성동
1061,관악구청,난곡로16길,다목적,9,8857,난곡동
1062,관악구청,봉천로13길,다목적,32,8721,보라매동
1063,관악구청,남현1길,다목적,2,8806,남현동
1064,관악구청,신림로59길,다목적,3,8776,서원동
1065,관악구청,남부순환로163길,다목적,17,8763,신사동
1066,관악구청,청룡중앙길,다목적,2,8832,청룡동
1067,관악구청,남현길,다목적,4,8806,남현동
1068,관악구청,남부순환로172길,다목적,2,8773,신원동
1069,관악구청,남부순환로159길,다목적,2,8762,신사동
1070,관악구청,조원로6길,다목적,2,8769,조원동
1071,관악구청,난곡로63가길,다목적,3,8771,미성동
1072,관악구청,난곡로74길,다목적,7,8705,신사동
1073,관악구청,낙성대로40,다목적,25,NA,낙성대동
1074,관악구청,약수암길,다목적,10,8823,삼성동
1075,관악구청,문성로16다길,다목적,13,8863,서림동
1076,관악구청,청룡4길,다목적,28,8785,청룡동
1077,관악구청,"신림로370,희망찬안과부근",다목적,5,NA,신림동
1078,관악구청,"신원로26,동",다목적,5,NA,신원동
1079,관악구청,"난곡로220,세이브마트부근",다목적,5,NA,미성동
1080,관악구청,"신원로35,삼모스포렉스부근",다목적,3,NA,서원동
1081,관악구청,"쑥고개로53,으뜸한의원부근",다목적,3,NA,청룡동
1082,관악구청,신림로3가길,다목적,4,8814,대학동
1083,관악구청,"신림로327,신림역3번출구부근",다목적,5,NA,서원동
1084,관악구청,"남부순환로1597,신림역5번출구부근",다목적,5,NA,신림동
1085,관악구청,신림로220,다목적,5,NA,서원동
1086,관악구청,"과천대로953,사당역5번출구부근",다목적,5,NA,남현동
1087,관악구청,"양녕로41-1,현대시장부근",다목적,3,NA,은천동
1088,관악구청,"신사로110,구슬공주,지구대부근",다목적,3,NA,신사동
1089,관악구청,"은천로24,봉일시장부근",다목적,3,NA,은천동
1090,관악구청,난곡로34길,다목적,4,8854,난곡동
1091,관악구청,"신림로105,CU편의점부근",다목적,5,NA,대학동
1092,관악구청,"난곡로357,신대방역난곡방향부근",다목적,3,NA,조원동
1093,관악구청,남현1길,다목적,5,8806,남현동
1094,관악구청,"낙성대로29,인헌초교부근",다목적,4,NA,낙성대동
1095,관악구청,인헌길,다목적,3,8793,인헌동
1096,관악구청,"봉천로604-1,CU편의점부근",다목적,3,NA,인헌동
1097,관악구청,"문성로217,CU편의점부근",다목적,5,NA,신원동
1098,관악구청,"조원로123,갈보리교회부근",다목적,3,NA,신사동
1099,관악구청,난우길,다목적,4,8849,미성동
1100,관악구청,"조원중앙로11,BS빌딩부근",다목적,3,NA,조원동
1101,관악구청,호암로24길,다목적,5,8813,대학동
1102,관악구청,"문성로86,라이프아파트부근",다목적,3,NA,미성동
1103,관악구청,인헌6길,다목적,4,8797,인헌동
1104,관악구청,"남부순환로1430,신림푸르지오부근",다목적,3,NA,미성동
1105,관악구청,남현1길,다목적,4,8806,남현동
1106,관악구청,"신림로318,청암두산위브아파트부근",다목적,3,NA,서원동
1107,관악구청,"은천로110,더불유에스타워부근",다목적,5,NA,중앙동
1108,관악구청,"신원로26,신림동",다목적,4,NA,신원동
1109,관악구청,"남부순환로1575,봉림교부근",다목적,4,NA,신사동
1110,관악구청,"관악로216,동",다목적,5,NA,행운동
1111,관악구청,"관악로217,동",다목적,5,NA,중앙동
1112,관악구청,"관악로165,서울대입구역3번출구부근",다목적,3,NA,청룡동
1113,관악구청,"시흥대로572,우신병원코너부근",다목적,4,NA,조원동
1114,관악구청,"봉천로481,장수집맞은편부근",다목적,4,NA,행운동
1115,관악구청,"봉천로330-1,금오적재함부근",다목적,3,NA,은천동
1116,관악구청,"봉천로214,LG전자서비스센터부근",다목적,4,NA,신림동
1117,관악구청,"난곡로133,느티나무공원부근",다목적,5,NA,난곡동
1118,관악구청,"난곡로109,신림종합복지관건너편부근",다목적,3,NA,난향동
1119,관악구청,"조원로24,예수비전교회부근",다목적,3,NA,조원동
1120,관악구청,"남부순환로1588,올포유부근",다목적,4,NA,서원동
1121,관악구청,은천로152,다목적,2,NA,중앙동
1122,관악구청,은천로118,다목적,2,NA,중앙동
1123,관악구청,신림로85,다목적,2,NA,대학동
1124,관악구청,승방길,다목적,1,8807,남현동
1125,관악구청,승방7길,다목적,1,8808,남현동
1126,관악구청,남현길,다목적,1,8806,남현동
1127,관악구청,남부순환로256나길,다목적,1,8803,남현동
1128,관악구청,남부순환로260길,다목적,1,8803,남현동
1129,관악구청,인헌9길,다목적,1,8795,인헌동
1130,관악구청,인헌16가길,다목적,4,8800,인헌동
1131,관악구청,인헌16길,다목적,1,8797,인헌동
1132,관악구청,낙성대역8길,다목적,1,8799,인헌동
1133,관악구청,낙성대역길,다목적,1,8793,인헌동
1134,관악구청,낙성대역3길,다목적,1,8793,인헌동
1135,관악구청,관악로24가길,다목적,1,8736,행운동
1136,관악구청,관악로6길,다목적,1,8791,낙성대동
1137,관악구청,관천로98,다목적,4,NA,신림동
1138,관악구청,신림동,다목적,1,NA,신림동
1139,관악구청,당곡2길,다목적,1,8711,보라매동
1140,관악구청,봉천로13길,다목적,1,8721,보라매동
1141,관악구청,봉천로17길,다목적,1,8720,보라매동
1142,관악구청,봉천로23마길,다목적,1,8719,보라매동
1143,관악구청,국회단지2길,다목적,1,8716,은천동
1144,관악구청,국회단지23길,다목적,1,8713,은천동
1145,관악구청,국회단지22길,다목적,2,8714,은천동
1146,관악구청,국회단지16길,다목적,1,8714,은천동
1147,관악구청,청림3길,다목적,5,8732,청림동
1148,관악구청,청림3길,다목적,1,8732,청림동
1149,관악구청,은천로39길,다목적,3,8726,성현동
1150,관악구청,은천로35길,다목적,1,8728,성현동
1151,관악구청,은천로36길,다목적,1,8744,중앙동
1152,관악구청,은천로118,다목적,6,NA,중앙동
1153,관악구청,구암길,다목적,1,8725,성현동
1154,관악구청,봉천로47길,다목적,1,8745,중앙동
1155,관악구청,중앙길,다목적,5,8743,중앙동
1156,관악구청,행운1길,다목적,5,8737,행운동
1157,관악구청,관악로24가길,다목적,1,8736,행운동
1158,관악구청,남부순환로237길,다목적,5,8742,행운동
1159,관악구청,솔밭로14,다목적,5,NA,행운동
1160,관악구청,솔밭로2길,다목적,3,8801,행운동
1161,관악구청,남부순환로1969,다목적,3,NA,행운동
1162,관악구청,남부순환로165길,다목적,1,8764,신사동
1163,관악구청,관천로11길,다목적,1,8762,신사동
1164,관악구청,남부순환로165길,다목적,1,8764,신사동
1165,관악구청,남부순환로161길,다목적,3,8763,신사동
1166,관악구청,난곡로74길,다목적,1,8705,신사동
1167,관악구청,남부순환로151길,다목적,3,8762,신사동
1168,관악구청,신사로14길,다목적,1,8702,신사동
1169,관악구청,조원로10길,다목적,5,8769,조원동
1170,관악구청,조원중앙로1길,다목적,3,8768,조원동
1171,관악구청,조원로16길,다목적,3,8767,조원동
1172,관악구청,조원로20길,다목적,1,8767,조원동
1173,관악구청,신원로3다길,다목적,3,8774,신원동
1174,관악구청,남부순환로170길,다목적,4,8774,신원동
1175,관악구청,남부순환로180길,다목적,1,8777,서원동
1176,관악구청,남부순환로194길,다목적,1,8779,서원동
1177,관악구청,신림로50길,다목적,1,8778,서원동
1178,관악구청,신림로46길,다목적,1,8781,서원동
1179,관악구청,쑥고개로3길,다목적,1,8783,서원동
1180,관악구청,장군봉5길,다목적,1,8784,청룡동
1181,관악구청,장군봉2길,다목적,4,8782,청룡동
1182,관악구청,인헌1나길,다목적,4,8795,인헌동
1183,관악구청,청룡7길,다목적,1,8786,청룡동
1184,관악구청,"쑥고개로114-2,GS슈퍼맞은편부근",다목적,4,NA,청룡동
1185,관악구청,청룡11길,다목적,1,8832,청룡동
1186,관악구청,신림로11길,다목적,3,8817,대학동
1187,관악구청,대학14길,다목적,1,8820,대학동
1188,관악구청,대학12길,다목적,4,8820,대학동
1189,관악구청,양산길,다목적,4,8846,서림동
1190,관악구청,호암로20길,다목적,1,8820,대학동
1191,관악구청,원신길,다목적,1,8848,삼성동
1192,관악구청,"난곡로55,관악산휴먼시아2단지부근",다목적,3,NA,난향동
1193,관악구청,원신길,다목적,5,8848,삼성동
1194,관악구청,양지13길,다목적,1,8846,삼성동
1195,관악구청,원신3길,다목적,1,8846,삼성동
1196,관악구청,양지9길,다목적,1,8846,삼성동
1197,관악구청,난곡로24나길,다목적,2,8856,난곡동
1198,관악구청,난향길,다목적,3,8859,난향동
1199,관악구청,난곡로30길,다목적,1,8854,난곡동
1200,관악구청,난곡로34길,다목적,3,8854,난곡동
1201,관악구청,법원단지14길,다목적,1,8853,난곡동
1202,관악구청,법원단지10길,다목적,1,8853,난곡동
1203,관악구청,난곡로35라길,다목적,1,8858,난곡동
1204,관악구청,미성길,다목적,2,8866,미성동
1205,관악구청,난곡로46길,다목적,1,8849,미성동
1206,관악구청,난우10길,다목적,1,8850,미성동
1207,관악구청,문성로38가길,다목적,1,8843,신원동
1208,관악구청,문성로29길,다목적,1,8774,신원동
1209,관악구청,문성로25길,다목적,1,8774,신원동
1210,관악구청,신림로31길,다목적,1,8845,서림동
1211,관악구청,복은길,다목적,1,8835,서림동
1212,관악구청,서림7길,다목적,1,8840,서림동
1213,관악구청,서림길,다목적,1,8828,서림동
1214,관악구청,남부순환로1665-28,다목적,3,NA,은천동
1215,관악구청,"남부순환로1725,삼성전자부근",다목적,1,NA,은천동
1216,관악구청,남부순환로1665-28,다목적,3,NA,은천동
1217,관악구청,봉천로27길,다목적,2,8749,은천동
1218,관악구청,봉천로27길,다목적,1,8749,은천동
1219,관악구청,봉천로29길,다목적,1,8750,은천동
1220,관악구청,봉천로33나길,다목적,1,8750,은천동
1221,관악구청,봉천로33길,다목적,1,8752,은천동
1222,관악구청,봉천로35길,다목적,4,8752,은천동
1223,관악구청,양녕로29,다목적,1,NA,은천동
1224,관악구청,당곡6길,다목적,3,8710,보라매동
1225,관악구청,보라매로6길,다목적,2,8709,보라매동
1226,관악구청,당곡6다길,다목적,1,8709,보라매동
1227,관악구청,당곡6길,다목적,2,8710,보라매동
1228,관악구청,당곡6나길,다목적,3,8710,보라매동
1229,관악구청,보라매로2길,다목적,3,8722,보라매동
1230,관악구청,봉천로13가길,다목적,1,8720,보라매동
1231,관악구청,봉천로13길,다목적,1,8721,보라매동
1232,관악구청,봉천로17길,다목적,1,8720,보라매동
1233,관악구청,봉천로17가길,다목적,3,8720,보라매동
1234,관악구청,봉천로21길,다목적,4,8719,보라매동
1235,관악구청,봉천로23길,다목적,1,8718,보라매동
1236,관악구청,봉천로23길,다목적,3,8718,보라매동
1237,관악구청,은천로5길,다목적,1,8717,보라매동
1238,관악구청,봉천로2길,다목적,4,8706,신림동
1239,관악구청,관천로22길,다목적,4,8706,신림동
1240,관악구청,관천로18길,다목적,5,8706,신림동
1241,관악구청,관천로24길,다목적,5,8706,신림동
1242,관악구청,관천로12길,다목적,1,8760,신림동
1243,관악구청,봉천로6길,다목적,1,8706,신림동
1244,관악구청,봉천로8길,다목적,1,8707,신림동
1245,관악구청,신림동,다목적,4,NA,신림동
1246,관악구청,신림동,다목적,1,NA,신림동
1247,관악구청,봉천로20길,다목적,2,8754,신림동
1248,관악구청,관천로54-1,다목적,3,NA,신림동
1249,관악구청,"남부순환로1607,신림역5번출구부근",다목적,5,NA,신림동
1250,관악구청,신림로347,다목적,5,NA,신림동
1251,관악구청,봉천로18길,다목적,1,8753,신림동
1252,관악구청,신림로360-1,다목적,3,NA,신림동
1253,관악구청,신림동,다목적,3,NA,신림동
1254,관악구청,당곡4길,다목적,1,8710,보라매동
1255,관악구청,국회단지길,다목적,5,8714,은천동
1256,관악구청,은천로28가길,다목적,1,8743,중앙동
1257,관악구청,관악로274,다목적,7,NA,청림동
1258,관악구청,행운5길,다목적,1,8740,행운동
1259,관악구청,관악로28길,다목적,1,8736,행운동
1260,관악구청,청룡1길,다목적,5,8786,청룡동
1261,관악구청,청룡4길,다목적,5,8785,청룡동
1262,관악구청,봉천로536,다목적,4,NA,낙성대동
1263,관악구청,인헌길,다목적,1,8793,인헌동
1264,관악구청,승방길,다목적,5,8807,남현동
1265,관악구청,남부순환로163길,다목적,4,NA,신사동
1266,관악구청,남부순환로131길,다목적,1,8766,조원동
1267,관악구청,조원로2길,다목적,5,8768,조원동
1268,관악구청,법원단지5다길,다목적,3,8851,미성동
1269,관악구청,난곡로26길,다목적,1,8846,삼성동
1270,관악구청,난곡로16길,다목적,2,8857,난곡동
1271,관악구청,신림로58길,다목적,4,8778,서원동
1272,관악구청,남부순환로168길,다목적,1,8774,신원동
1273,관악구청,남부순환로172길,다목적,2,8773,신원동
1274,관악구청,서림1길,다목적,1,8829,서림동
1275,관악구청,양지8길,다목적,1,8846,삼성동
1276,관악구청,난곡로26길,다목적,1,8846,삼성동
1277,관악구청,호암로26길,다목적,5,8813,대학동
1278,관악구청,원신10길,다목적,1,8848,삼성동
1279,관악구청,호암로465(무허가번지),다목적,1,NA,삼성동
1280,관악구청,청룡4길,다목적,4,8785,청룡동
1281,관악구청,구암초교회전(구암길,다목적,3,NA,성현동
1282,관악구청,난곡로35길,다목적,4,8858,난곡동
1283,관악구청,난우길,다목적,4,8849,미성동
1284,관악구청,난향길,다목적,4,8859,난향동
1285,관악구청,남부순환로163길,다목적,2,8763,신사동
1286,관악구청,보라매로2길,다목적,5,8722,보라매동
1287,관악구청,"문성로79,미성초등학교부근",다목적,4,NA,미성동
1288,관악구청,행운1라길,다목적,3,8736,행운동
1289,관악구청,행운5길,다목적,3,8740,행운동
1290,관악구청,"성현로117,봉현초교부근",다목적,4,NA,성현동
1291,관악구청,남현4길,다목적,4,8805,남현동
1292,관악구청,대학7길,다목적,3,8818,대학동
1293,관악구청,문성로28길,다목적,4,8842,신원동
1294,관악구청,양녕로6나길,다목적,4,8746,중앙동
1295,관악구청,"신림로114,신성초교부근",다목적,5,NA,서림동
1296,관악구청,"호암로494,신우초교부근",다목적,3,NA,삼성동
1297,관악구청,"봉천로505,원당초교부근",다목적,4,NA,행운동
1298,관악구청,광신길,다목적,3,8848,삼성동
1299,관악구청,광신1길,다목적,3,8846,삼성동
1300,관악구청,국회단지4길,다목적,2,8716,은천동
1301,관악구청,"낙성대로23,인헌초교부근",다목적,3,NA,낙성대동
1302,관악구청,"조원로67,조원초교부근",다목적,5,NA,조원동
1303,관악구청,관악로5길,다목적,4,8833,청룡동
1304,관악구청,봉천로23길,다목적,1,8718,보라매동
1305,관악구청,봉천로303-8,다목적,2,NA,보라매동
1306,관악구청,봉천로356,다목적,2,NA,은천동
1307,관악구청,청림2길,다목적,3,8733,청림동
1308,관악구청,인헌길,다목적,4,8793,인헌동
1309,관악구청,양지길,다목적,2,8846,삼성동
1310,관악구청,관악로12길,다목적,1,8790,낙성대동
1311,관악구청,인헌9길,다목적,1,8795,인헌동
1312,관악구청,신림로65길,다목적,3,8759,신림동
1313,관악구청,관천로12길,다목적,4,8760,신림동
1314,관악구청,남부순환로163나길,다목적,1,8763,신사동
1315,관악구청,남부순환로143길,다목적,2,8766,조원동
1316,관악구청,문성로16가길,다목적,2,8864,미성동
1317,관악구청,난곡로22길,다목적,2,8857,난곡동
1318,관악구청,난곡로26길,다목적,4,8846,삼성동
1319,관악구청,남부순환로160길,다목적,2,8773,신원동
1320,관악구청,신림로31가길,다목적,2,8845,서림동
1321,관악구청,신림로11길,다목적,3,8817,대학동
1322,관악구청,봉천로23다길,다목적,1,8718,보라매동
1323,관악구청,난곡로367(신대방역맞은편신호등주),다목적,3,NA,조원동
1324,관악구청,남부순환로198길,다목적,2,8780,서원동
1325,관악구청,남부순환로272길,다목적,3,8806,남현동
1326,관악구청,신림로46길,다목적,1,8781,서원동
1327,관악구청,남부순환로1430,다목적,2,NA,미성동
1328,관악구청,중앙1길,다목적,2,8745,중앙동
1329,관악구청,남부순환로231길,다목적,3,8740,행운동
1330,관악구청,남부순환로154길,다목적,1,8773,미성동
1331,관악구청,양지길,다목적,4,8846,삼성동
1332,관악구청,은천로19길,다목적,1,8729,성현동
1333,관악구청,솔밭로2길,다목적,2,8801,행운동
1334,관악구청,은천로23길,다목적,3,8729,성현동
1335,관악구청,봉천로23다길,다목적,4,8718,보라매동
1336,관악구청,봉천로27길,다목적,3,8749,은천동
1337,관악구청,난곡로370(신대방역맞은편신호등주),다목적,3,NA,신사동
1338,관악구청,인헌3가길,다목적,5,8795,인헌동
1339,관악구청,봉천로20길,다목적,1,8754,신림동
1340,관악구청,봉천로58길,다목적,3,8789,낙성대동
1341,관악구청,호암로16길,다목적,2,8821,삼성동
1342,관악구청,신림로28길,다목적,3,8838,서림동
1343,관악구청,장군봉11길,다목적,5,8784,청룡동
1344,관악구청,남부순환로172길,다목적,4,8773,신원동
1345,관악구청,국회단지2길,다목적,2,8716,은천동
1346,관악구청,은천로5길,다목적,2,8717,보라매동
1347,관악구청,난곡로26다길,다목적,2,8855,난곡동
1348,관악구청,난곡로66길,다목적,2,8761,신사동
1349,관악구청,장군봉4길,다목적,4,8782,청룡동
1350,관악구청,난곡로63가길,다목적,3,8771,미성동
1351,관악구청,행운1길,다목적,3,8737,행운동
1352,관악구청,은천로39길,다목적,1,8726,성현동
1353,관악구청,난곡로34가길,다목적,4,8853,난곡동
1354,관악구청,봉천로45길,다목적,2,8748,중앙동
1355,관악구청,행운2길,다목적,1,8742,행운동
1356,관악구청,낙성대역3길,다목적,2,8793,인헌동
1357,관악구청,난곡로31길,다목적,3,8858,난곡동
1358,관악구청,난곡로35길,다목적,1,8858,난곡동
1359,관악구청,원신길,다목적,3,8848,삼성동
1360,관악구청,신림로18가길,다목적,1,8838,서림동
1361,관악구청,신림로28길,다목적,1,8838,서림동
1362,관악구청,양녕로2가길,다목적,4,8747,중앙동
1363,관악구청,양녕로2가길,다목적,4,8747,중앙동
1364,관악구청,난곡동,다목적,1,NA,난곡동
1365,관악구청,신림동,다목적,3,NA,신림동
1366,관악구청,신림로67길,다목적,4,8760,신림동
1367,관악구청,대학18길,다목적,2,8820,대학동
1368,관악구청,대학18길,다목적,1,8820,대학동
1369,관악구청,난곡로24가길,다목적,3,8856,난곡동
1370,관악구청,난곡로24가길,다목적,1,8856,난곡동
1371,관악구청,난곡로26길,다목적,1,8846,삼성동
1372,관악구청,난곡로26길,다목적,2,8846,삼성동
1373,관악구청,은천로2길,다목적,2,8749,은천동
1374,관악구청,봉천로327-3,다목적,3,NA,은천동
1375,관악구청,봉천로13길,다목적,4,8721,보라매동
1376,관악구청,봉천로13길,다목적,2,8721,보라매동
1377,관악구청,당곡2길,다목적,3,8711,보라매동
1378,관악구청,신림로48길,다목적,3,8781,서원동
1379,관악구청,신림로48길,다목적,2,8781,서원동
1380,관악구청,봉천로331-8,다목적,3,NA,은천동